event_id,match_id,event_name,event_date,event_place,f1name,f2name,f1result,f2result,f1fid,f2fid,method,method_d,ref,round,duration
5084,6,UFC 72 - Victory,2007-06-16,"The Odyssey, Belfast, Northern Ireland, Ireland",Jason MacDonald,Rory Singer,win,loss,4389,3525,TKO,Punches and Elbows,Yves Lavigne,2,3:18
5084,5,UFC 72 - Victory,2007-06-16,"The Odyssey, Belfast, Northern Ireland, Ireland",Tyson Griffin,Clay Guida,win,loss,11689,8184,Decision,Split,John McCarthy,3,5:00
5084,4,UFC 72 - Victory,2007-06-16,"The Odyssey, Belfast, Northern Ireland, Ireland",Ed Herman,Scott Smith,win,loss,6561,2578,Submission,Rear-Naked Choke,Herb Dean,2,2:25
5084,3,UFC 72 - Victory,2007-06-16,"The Odyssey, Belfast, Northern Ireland, Ireland",Marcus Davis,Jason Tan,win,loss,8592,12369,KO,Punch,Yves Lavigne,1,1:15
5084,2,UFC 72 - Victory,2007-06-16,"The Odyssey, Belfast, Northern Ireland, Ireland",Eddie Sanchez,Colin Robinson,win,loss,12098,13660,TKO,Punches,Herb Dean,2,0:32
4681,9,UFC - The Ultimate Fighter 5 Finale,2007-06-23,"Palms Casino Resort, Las Vegas, Nevada, United States",B.J. Penn,Jens Pulver,win,loss,1307,228,Submission,Rear-Naked Choke,Steve Mazzagatti,2,3:12
4681,8,UFC - The Ultimate Fighter 5 Finale,2007-06-23,"Palms Casino Resort, Las Vegas, Nevada, United States",Nate Diaz,Manny Gamburyan,win,loss,11451,5185,Submission,Shoulder Injury,Herb Dean,2,0:20
4681,7,UFC - The Ultimate Fighter 5 Finale,2007-06-23,"Palms Casino Resort, Las Vegas, Nevada, United States",Thales Leites,Floyd Sword,win,loss,8593,340,Submission,Arm-Triangle Choke,Yves Lavigne,1,3:50
4681,6,UFC - The Ultimate Fighter 5 Finale,2007-06-23,"Palms Casino Resort, Las Vegas, Nevada, United States",Roger Huerta,Douglas Evans,win,loss,10089,18184,TKO,Punches,Steve Mazzagatti,2,3:30
4681,5,UFC - The Ultimate Fighter 5 Finale,2007-06-23,"Palms Casino Resort, Las Vegas, Nevada, United States",Joe Lauzon,Brandon Melendez,win,loss,4923,10515,Submission,Triangle Choke,Herb Dean,2,2:09
4681,4,UFC - The Ultimate Fighter 5 Finale,2007-06-23,"Palms Casino Resort, Las Vegas, Nevada, United States",Cole Miller,Andy Wang,win,loss,13133,1331,TKO,Head Kick and Punches,Herb Dean,1,1:10
4681,2,UFC - The Ultimate Fighter 5 Finale,2007-06-23,"Palms Casino Resort, Las Vegas, Nevada, United States",Leonard Garcia,Allen Berube,win,loss,2815,16459,Submission,Rear-Naked Choke,Herb Dean,1,4:22
4681,1,UFC - The Ultimate Fighter 5 Finale,2007-06-23,"Palms Casino Resort, Las Vegas, Nevada, United States",Matt Wiman,Brian Geraghty,win,loss,12236,5269,TKO,Punches,Yves Lavigne,1,2:09
5158,9,UFC 73 - Stacked,2007-07-07,"ARCO Arena, Sacramento, California, United States",Kenny Florian,Alvin Robinson,win,loss,8021,12212,Submission,Punches,Yves Lavigne,1,4:30
5158,8,UFC 73 - Stacked,2007-07-07,"ARCO Arena, Sacramento, California, United States",Anderson Silva,Nate Marquardt,win,loss,1356,1712,TKO,Punches,John McCarthy,1,4:50
5158,7,UFC 73 - Stacked,2007-07-07,"ARCO Arena, Sacramento, California, United States",Rashad Evans,Tito Ortiz,draw,draw,10200,158,Draw,Unanimous,John McCarthy,3,5:00
5158,6,UFC 73 - Stacked,2007-07-07,"ARCO Arena, Sacramento, California, United States",Sean Sherk,Hermes Franca,win,loss,277,3068,Decision,Unanimous,John McCarthy,5,5:00
5158,5,UFC 73 - Stacked,2007-07-07,"ARCO Arena, Sacramento, California, United States",Antonio Rodrigo Nogueira,Heath Herring,win,loss,1440,13,Decision,Unanimous,Yves Lavigne,3,5:00
5158,4,UFC 73 - Stacked,2007-07-07,"ARCO Arena, Sacramento, California, United States",Stephan Bonnar,Mike Nickels,win,loss,3014,11278,Submission,Rear-Naked Choke,Jon Schorle,1,2:14
5158,3,UFC 73 - Stacked,2007-07-07,"ARCO Arena, Sacramento, California, United States",Jorge Gurgel,Diego Saraiva,win,loss,4025,9534,Decision,Unanimous,Yves Lavigne,3,5:00
5158,2,UFC 73 - Stacked,2007-07-07,"ARCO Arena, Sacramento, California, United States",Chris Lytle,Jason Gilliam,win,loss,267,10754,Submission,Triangle Kimura,Jon Schorle,1,2:15
5158,1,UFC 73 - Stacked,2007-07-07,"ARCO Arena, Sacramento, California, United States",Frankie Edgar,Mark Bocek,win,loss,14204,9781,TKO,Punches,Jon Schorle,1,4:55
5297,9,UFC 74 - Respect,2007-08-25,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",Randy Couture,Gabriel Gonzaga,win,loss,166,7306,TKO,Punches,Herb Dean,3,1:37
5297,8,UFC 74 - Respect,2007-08-25,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",Georges St. Pierre,Josh Koscheck,win,loss,3500,9418,Decision,Unanimous,John McCarthy,3,5:00
5297,7,UFC 74 - Respect,2007-08-25,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",Roger Huerta,Alberto Crane,win,loss,10089,4767,TKO,Punches,Steve Mazzagatti,3,1:50
5297,6,UFC 74 - Respect,2007-08-25,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",Joe Stevenson,Kurt Pellegrino,win,loss,65,4153,Decision,Unanimous,John McCarthy,3,5:00
5297,5,UFC 74 - Respect,2007-08-25,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",Patrick Cote,Kendall Grove,win,loss,6612,10126,TKO,Punches,Herb Dean,1,4:45
5297,4,UFC 74 - Respect,2007-08-25,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",Renato Sobral,David Heath,win,loss,274,11483,Submission,Anaconda Choke,Steve Mazzagatti,2,3:30
5297,3,UFC 74 - Respect,2007-08-25,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",Frank Mir,Antoni Hardonk,win,loss,2329,1518,Submission,Kimura,John McCarthy,1,1:17
5297,2,UFC 74 - Respect,2007-08-25,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",Thales Leites,Ryan Jensen,win,loss,8593,662,Submission,Armbar,Herb Dean,1,3:47
5297,1,UFC 74 - Respect,2007-08-25,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",Clay Guida,Marcus Aurelio,win,loss,8184,4833,Decision,Split,Steve Mazzagatti,3,5:00
5298,9,UFC 75 - Champion vs. Champion,2007-09-08,"O2 Arena, London, England, England",Quinton Jackson,Dan Henderson,win,loss,348,195,Decision,Unanimous,John McCarthy,5,5:00
5298,6,UFC 75 - Champion vs. Champion,2007-09-08,"O2 Arena, London, England, England",Marcus Davis,Paul Taylor,win,loss,8592,6326,Submission,Armbar,Yves Lavigne,1,4:14
5298,5,UFC 75 - Champion vs. Champion,2007-09-08,"O2 Arena, London, England, England",Houston Alexander,Alessio Sakara,win,loss,2352,5366,TKO,Knee and Puches,Yves Lavigne,1,1:01
5298,4,UFC 75 - Champion vs. Champion,2007-09-08,"O2 Arena, London, England, England",Gleison Tibau,Terry Etim,win,loss,5993,13332,Decision,Unanimous,Mario Yamasaki,3,5:00
5298,3,UFC 75 - Champion vs. Champion,2007-09-08,"O2 Arena, London, England, England",Thiago Silva,Tomasz Drwal,win,loss,14396,10047,TKO,Punches,John McCarthy,2,4:23
5298,2,UFC 75 - Champion vs. Champion,2007-09-08,"O2 Arena, London, England, England",Dennis Siver,Naoyuki Kotani,win,loss,9817,393,KO,Punch,Yves Lavigne,2,2:04
5454,9,UFC Fight Night 11 - Thomas vs. Florian,2007-09-19,"Palms Casino Resort, Las Vegas, Nevada, United States",Kenny Florian,Din Thomas,win,loss,8021,1301,Submission,Rear-Naked Choke,Mario Yamasaki,1,4:31
5454,8,UFC Fight Night 11 - Thomas vs. Florian,2007-09-19,"Palms Casino Resort, Las Vegas, Nevada, United States",Chris Leben,Terry Martin,win,loss,6258,7202,KO,Punch,Herb Dean,3,3:56
5454,7,UFC Fight Night 11 - Thomas vs. Florian,2007-09-19,"Palms Casino Resort, Las Vegas, Nevada, United States",Nate Diaz,Junior Assuncao,win,loss,11451,10380,Submission,Guillotine Choke,Steve Mazzagatti,1,4:10
5454,6,UFC Fight Night 11 - Thomas vs. Florian,2007-09-19,"Palms Casino Resort, Las Vegas, Nevada, United States",Nate Quarry,Pete Sell,win,loss,2383,7795,KO,Punch,Mario Yamasaki,3,0:44
5454,5,UFC Fight Night 11 - Thomas vs. Florian,2007-09-19,"Palms Casino Resort, Las Vegas, Nevada, United States",Luke Cummo,Edilberto de Oliveira,win,loss,6428,11907,TKO,Punches,Herb Dean,1,1:45
5454,4,UFC Fight Night 11 - Thomas vs. Florian,2007-09-19,"Palms Casino Resort, Las Vegas, Nevada, United States",Cole Miller,Leonard Garcia,win,loss,13133,2815,Decision,Unanimous,Steve Mazzagatti,3,5:00
5454,3,UFC Fight Night 11 - Thomas vs. Florian,2007-09-19,"Palms Casino Resort, Las Vegas, Nevada, United States",Gray Maynard,Joe Veres,win,loss,15835,7329,KO,Punch,Mario Yamasaki,1,0:09
5454,2,UFC Fight Night 11 - Thomas vs. Florian,2007-09-19,"Palms Casino Resort, Las Vegas, Nevada, United States",Thiago Alves,Kuniyoshi Hironaka,win,loss,5998,2575,TKO,Punch and Knee,Herb Dean,2,4:04
5454,1,UFC Fight Night 11 - Thomas vs. Florian,2007-09-19,"Palms Casino Resort, Las Vegas, Nevada, United States",Dustin Hazelett,Jonathan Goulet,win,loss,11481,4120,Submission,Armbar,Steve Mazzagatti,1,1:14
5417,9,UFC 76 - Knockout,2007-09-22,"Honda Center, Anaheim, California, United States",Keith Jardine,Chuck Liddell,win,loss,2638,192,Decision,Split,John McCarthy,3,5:00
15438,8,UFC Live 3 - Sanchez vs. Kampmann,2011-03-03,"KFC Yum! Center, Louisville, Kentucky, United States",Brian Bowles,Damacio Page,win,loss,18944,12158,TKO,Submission (Guillotine Choke,Chris Kinman,1,3:30
3054,7,UFC 53 - Heavy Hitters,2005-06-04,"Boardwalk Hall, Atlantic City, New Jersey, United States",Karo Parisyan,Matt Serra,win,loss,5153,1305,Decision,Unanimous,N/A,3,5:00
15202,2,UFC 127 - Penn vs. Fitch,2011-02-27,"Acer Arena, Sydney, New South Wales, Australia",Mark Hunt,Chris Tuchscherer,win,loss,10668,10669,KO,Punch,John Sharp,2,1:41
3255,7,UFC Fight Night 2 - Loiseau vs. Tanner,2005-10-03,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",David Loiseau,Evan Tanner,win,loss,903,212,TKO,Cuts,N/A,2,4:15
3255,6,UFC Fight Night 2 - Loiseau vs. Tanner,2005-10-03,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",Chris Leben,Edwin Dewees,win,loss,6258,720,Submission,Armbar,N/A,1,3:26
3255,5,UFC Fight Night 2 - Loiseau vs. Tanner,2005-10-03,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",Brandon Vera,Fabiano Scherner,win,loss,4886,7690,TKO,Knees,N/A,2,3:22
5417,8,UFC 76 - Knockout,2007-09-22,"Honda Center, Anaheim, California, United States",Forrest Griffin,Mauricio Rua,win,loss,3526,5707,Submission,Rear-Naked Choke,Steve Mazzagatti,3,4:45
5417,7,UFC 76 - Knockout,2007-09-22,"Honda Center, Anaheim, California, United States",Jon Fitch,Diego Sanchez,win,loss,4865,4824,Decision,Split,Herb Dean,3,5:00
5417,6,UFC 76 - Knockout,2007-09-22,"Honda Center, Anaheim, California, United States",Lyoto Machida,Kazuhiro Nakamura,win,loss,7513,6943,Decision,Unanimous,John McCarthy,3,5:00
5417,5,UFC 76 - Knockout,2007-09-22,"Honda Center, Anaheim, California, United States",Tyson Griffin,Thiago Tavares,win,loss,11689,4647,Decision,Unanimous,Steve Mazzagatti,3,5:00
5417,4,UFC 76 - Knockout,2007-09-22,"Honda Center, Anaheim, California, United States",Rich Clementi,Anthony Johnson,win,loss,1046,17662,Submission,Rear-Naked Choke,Herb Dean,2,3:05
5417,3,UFC 76 - Knockout,2007-09-22,"Honda Center, Anaheim, California, United States",Jeremy Stephens,Diego Saraiva,win,loss,12179,9534,Decision,Unanimous,John McCarthy,3,5:00
5417,2,UFC 76 - Knockout,2007-09-22,"Honda Center, Anaheim, California, United States",Christian Wellisch,Scott Junk,win,loss,3328,12943,Submission,Heel Hook,Steve Mazzagatti,1,3:19
5482,8,UFC 77 - Hostile Territory,2007-10-20,"U.S. Bank Arena, Cincinnati, Ohio, United States",Tim Sylvia,Brandon Vera,win,loss,1061,4886,Decision,Unanimous,Yves Lavigne,3,5:00
5482,7,UFC 77 - Hostile Territory,2007-10-20,"U.S. Bank Arena, Cincinnati, Ohio, United States",Alvin Robinson,Jorge Gurgel,win,loss,12212,4025,Decision,Unanimous,Mark Matheny,3,5:00
5482,6,UFC 77 - Hostile Territory,2007-10-20,"U.S. Bank Arena, Cincinnati, Ohio, United States",Stephan Bonnar,Eric Schafer,win,loss,3014,13275,TKO,Punches,John McCarthy,2,2:47
5482,5,UFC 77 - Hostile Territory,2007-10-20,"U.S. Bank Arena, Cincinnati, Ohio, United States",Alan Belcher,Kalib Starnes,win,loss,10967,8095,TKO,Doctor Stoppage,Yves Lavigne,2,1:39
5482,4,UFC 77 - Hostile Territory,2007-10-20,"U.S. Bank Arena, Cincinnati, Ohio, United States",Yushin Okami,Jason MacDonald,win,loss,5569,4389,Decision,Unanimous,Mark Matheny,3,5:00
5482,3,UFC 77 - Hostile Territory,2007-10-20,"U.S. Bank Arena, Cincinnati, Ohio, United States",Demian Maia,Ryan Jensen,win,loss,14637,662,Submission,Rear-Naked Choke,John McCarthy,1,2:40
5482,2,UFC 77 - Hostile Territory,2007-10-20,"U.S. Bank Arena, Cincinnati, Ohio, United States",Joshua Burkman,Forrest Petz,win,loss,10003,4411,Decision,Split,Yves Lavigne,3,5:00
5482,1,UFC 77 - Hostile Territory,2007-10-20,"U.S. Bank Arena, Cincinnati, Ohio, United States",Matt Grice,Jason Black,win,loss,14539,1042,Decision,Split,Mark Matheny,3,5:00
5708,9,UFC 78 - Validation,2007-11-17,"Prudential Center, Newark, New Jersey, United States",Rashad Evans,Michael Bisping,win,loss,10200,10196,Decision,Split,Dan Miragliotta,3,5:00
5708,8,UFC 78 - Validation,2007-11-17,"Prudential Center, Newark, New Jersey, United States",Thiago Silva,Houston Alexander,win,loss,14396,2352,TKO,Punches,Dan Miragliotta,1,3:25
5708,7,UFC 78 - Validation,2007-11-17,"Prudential Center, Newark, New Jersey, United States",Karo Parisyan,Ryo Chonan,win,loss,5153,1831,Decision,Unanimous,Kevin Mulhall,3,5:00
5708,6,UFC 78 - Validation,2007-11-17,"Prudential Center, Newark, New Jersey, United States",Ed Herman,Joe Doerksen,win,loss,6561,390,KO,Punch,Kevin Mulhall,3,0:39
5708,5,UFC 78 - Validation,2007-11-17,"Prudential Center, Newark, New Jersey, United States",Frankie Edgar,Spencer Fisher,win,loss,14204,5118,Decision,Unanimous,Dan Miragliotta,3,5:00
5708,4,UFC 78 - Validation,2007-11-17,"Prudential Center, Newark, New Jersey, United States",Thiago Alves,Chris Lytle,win,loss,5998,267,TKO,Doctor Stoppage,Dan Miragliotta,2,5:00
5708,3,UFC 78 - Validation,2007-11-17,"Prudential Center, Newark, New Jersey, United States",Joe Lauzon,Jason Reinhardt,win,loss,4923,2347,Submission,Rear-Naked Choke,Kevin Mulhall,1,1:14
5708,2,UFC 78 - Validation,2007-11-17,"Prudential Center, Newark, New Jersey, United States",Marcus Aurelio,Luke Caudillo,win,loss,4833,7406,TKO,Punches,Kevin Mulhall,1,4:29
5708,1,UFC 78 - Validation,2007-11-17,"Prudential Center, Newark, New Jersey, United States",Akihiro Gono,Tamdan McCrory,win,loss,1217,16470,Submission,Armbar,Dan Miragliotta,2,3:19
5459,9,UFC - The Ultimate Fighter 6 Finale,2007-12-08,"Palms Casino Resort, Las Vegas, Nevada, United States",Roger Huerta,Clay Guida,win,loss,10089,8184,Submission,Rear-Naked Choke,John McCarthy,3,0:31
5459,8,UFC - The Ultimate Fighter 6 Finale,2007-12-08,"Palms Casino Resort, Las Vegas, Nevada, United States",Mac Danzig,Tom Speer,win,loss,3396,16635,Submission,Rear-Naked Choke,Yves Lavigne,1,2:01
5459,7,UFC - The Ultimate Fighter 6 Finale,2007-12-08,"Palms Casino Resort, Las Vegas, Nevada, United States",War Machine,Jared Rollins,win,loss,10999,5781,TKO,Punches,Steve Mazzagatti,3,2:01
5459,6,UFC - The Ultimate Fighter 6 Finale,2007-12-08,"Palms Casino Resort, Las Vegas, Nevada, United States",George Sotiropoulos,Billy Miles,win,loss,11702,8845,Submission,Rear-Naked Choke,John McCarthy,1,1:36
5459,3,UFC - The Ultimate Fighter 6 Finale,2007-12-08,"Palms Casino Resort, Las Vegas, Nevada, United States",Matt Arroyo,John Kolosci,win,loss,19456,9062,Submission,Armbar,John McCarthy,1,4:42
5459,2,UFC - The Ultimate Fighter 6 Finale,2007-12-08,"Palms Casino Resort, Las Vegas, Nevada, United States",Roman Mitichyan,Dorian Price,win,loss,6525,9786,Submission,Achilles Lock,Yves Lavigne,1,0:23
5458,10,UFC 79 - Nemesis,2007-12-29,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",Georges St. Pierre,Matt Hughes,win,loss,3500,232,Submission,Armbar,Steve Mazzagatti,2,4:54
5458,9,UFC 79 - Nemesis,2007-12-29,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",Chuck Liddell,Wanderlei Silva,win,loss,192,209,Decision,Unanimous,Herb Dean,3,5:00
5458,8,UFC 79 - Nemesis,2007-12-29,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",Eddie Sanchez,Soa Palelei,win,loss,12098,9680,TKO,Punches,Mario Yamasaki,3,3:24
5458,7,UFC 79 - Nemesis,2007-12-29,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",Lyoto Machida,Rameau Thierry Sokoudjou,win,loss,7513,17010,Submission,Arm-Triangle Choke,Mario Yamasaki,2,4:20
5458,6,UFC 79 - Nemesis,2007-12-29,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",Rich Clementi,Melvin Guillard,win,loss,1046,7431,Submission,Rear-Naked Choke,Herb Dean,1,4:40
5458,5,UFC 79 - Nemesis,2007-12-29,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",James Irvin,Luiz Cane,win,loss,7780,17559,DQ,Illegal Knee to the Head,Steve Mazzagatti,1,1:51
5458,4,UFC 79 - Nemesis,2007-12-29,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",Manny Gamburyan,Nate Mohr,win,loss,5185,8396,Submission,Achilles Lock,Herb Dean,1,1:31
5458,3,UFC 79 - Nemesis,2007-12-29,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",Dean Lister,Jordan Radev,win,loss,338,5925,Decision,Unanimous,Mario Yamasaki,3,5:00
5458,2,UFC 79 - Nemesis,2007-12-29,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",Roan Carneiro,Tony DeSouza,win,loss,2886,487,TKO,Punches,Steve Mazzagatti,2,3:33
5458,1,UFC 79 - Nemesis,2007-12-29,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",Mark Bocek,Douglas Evans,win,loss,9781,18184,Decision,Unanimous,Herb Dean,3,5:00
5982,9,UFC 80 - Rapid Fire,2008-01-19,"Metro Radio Arena, Newcastle upon Tyne, Tyne and Wear, England",B.J. Penn,Joe Stevenson,win,loss,1307,65,Submission,Rear-Naked Choke,Herb Dean,2,4:02
5982,8,UFC 80 - Rapid Fire,2008-01-19,"Metro Radio Arena, Newcastle upon Tyne, Tyne and Wear, England",Fabricio Werdum,Gabriel Gonzaga,win,loss,8390,7306,TKO,Punches,Dan Miragliotta,2,4:34
5982,6,UFC 80 - Rapid Fire,2008-01-19,"Metro Radio Arena, Newcastle upon Tyne, Tyne and Wear, England",Wilson Gouveia,Jason Lambert,win,loss,3070,495,KO,Punch,Herb Dean,2,0:37
5982,5,UFC 80 - Rapid Fire,2008-01-19,"Metro Radio Arena, Newcastle upon Tyne, Tyne and Wear, England",Jorge Rivera,Kendall Grove,win,loss,2712,10126,KO,Punches,Dan Miragliotta,1,1:20
5982,4,UFC 80 - Rapid Fire,2008-01-19,"Metro Radio Arena, Newcastle upon Tyne, Tyne and Wear, England",Antoni Hardonk,Colin Robinson,win,loss,1518,13660,TKO,Punch,Mario Yamasaki,1,0:17
5982,3,UFC 80 - Rapid Fire,2008-01-19,"Metro Radio Arena, Newcastle upon Tyne, Tyne and Wear, England",Paul Kelly,Paul Taylor,win,loss,14028,6326,Decision,Unanimous,Herb Dean,3,5:00
5982,2,UFC 80 - Rapid Fire,2008-01-19,"Metro Radio Arena, Newcastle upon Tyne, Tyne and Wear, England",Alessio Sakara,James Lee,win,loss,5366,2224,TKO,Punches,Dan Miragliotta,1,1:30
5982,1,UFC 80 - Rapid Fire,2008-01-19,"Metro Radio Arena, Newcastle upon Tyne, Tyne and Wear, England",Sam Stout,Per Eklund,win,loss,9901,3707,Decision,Unanimous,Mario Yamasaki,3,5:00
6179,9,UFC Fight Night 12 - Swick vs. Burkman,2008-01-23,"Palms Casino Resort, Las Vegas, Nevada, United States",Mike Swick,Joshua Burkman,win,loss,5199,10003,Decision,Majority,Steve Mazzagatti,3,5:00
6179,8,UFC Fight Night 12 - Swick vs. Burkman,2008-01-23,"Palms Casino Resort, Las Vegas, Nevada, United States",Patrick Cote,Drew McFedries,win,loss,6612,2386,TKO,Punches,Herb Dean,1,1:44
6179,7,UFC Fight Night 12 - Swick vs. Burkman,2008-01-23,"Palms Casino Resort, Las Vegas, Nevada, United States",Thiago Tavares,Michihiro Omigawa,win,loss,4647,13005,Decision,Unanimous,Josh Rosenthal,3,5:00
6179,6,UFC Fight Night 12 - Swick vs. Burkman,2008-01-23,"Palms Casino Resort, Las Vegas, Nevada, United States",Nate Diaz,Alvin Robinson,win,loss,11451,12212,Submission,Triangle Choke,Steve Mazzagatti,1,3:39
6179,5,UFC Fight Night 12 - Swick vs. Burkman,2008-01-23,"Palms Casino Resort, Las Vegas, Nevada, United States",Kurt Pellegrino,Alberto Crane,win,loss,4153,4767,TKO,Punches,Herb Dean,2,1:55
6179,4,UFC Fight Night 12 - Swick vs. Burkman,2008-01-23,"Palms Casino Resort, Las Vegas, Nevada, United States",Gray Maynard,Dennis Siver,win,loss,15835,9817,Decision,Unanimous,Josh Rosenthal,3,5:00
6179,3,UFC Fight Night 12 - Swick vs. Burkman,2008-01-23,"Palms Casino Resort, Las Vegas, Nevada, United States",Jeremy Stephens,Cole Miller,win,loss,12179,13133,TKO,Punches and Elbows,Steve Mazzagatti,2,4:44
6179,2,UFC Fight Night 12 - Swick vs. Burkman,2008-01-23,"Palms Casino Resort, Las Vegas, Nevada, United States",Corey Hill,Joe Veres,win,loss,23864,7329,TKO,Punches,Herb Dean,2,0:37
6179,1,UFC Fight Night 12 - Swick vs. Burkman,2008-01-23,"Palms Casino Resort, Las Vegas, Nevada, United States",Matt Wiman,Justin Buchholz,win,loss,12236,18062,Submission,Rear-Naked Choke,Josh Rosenthal,1,2:56
6038,9,UFC 81 - Breaking Point,2008-02-02,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",Antonio Rodrigo Nogueira,Tim Sylvia,win,loss,1440,1061,Submission,Guillotine Choke,Herb Dean,3,1:28
